Id,Target
b180fa8a0b604252,3
84cf96a988f64aee,0
bf02300f7edd4b01,2
df0453503f794e60,3
883a297a06db4160,0
c37d6f3ad39d4f93,3
be7c6d9ebda141da,3
5b61e29a67544180,0
2a36741927994c30,4
f3ee4b998f33452c,2
60e8aea661bf4e72,3
e8321496b8c047a6,2
93fa6221c1aa49ef,1
94e2a4380c754bea,1
b6e63ac610c94124,3
daec94e900a1421c,0
bbb7783552d2423a,3
1ea15a1350934b12,0
e34fd0adb5534654,3
7747ec2831b04cbe,1
4c7d79b417964657,4
9e6fb15556a04e6d,3
91c605df2e6f4dbe,3
d57b98486406415d,1
e5142dd6558944ef,2
10c6f223ffd24ae6,0
dc23915c12754d0f,2
5033cca8f8f94f53,2
c92e09bac515498c,1
d9d8a49302824ddf,3
bf4be8a6276b43cc,0
b685864b1a42411a,1
462b891c680847d4,2
a2794fc6e98d4da9,2
7ac367b596f24ade,3
facba36eee88406c,3
67bbcd2e975144e4,1
7a4a9c6b825b40cf,0
0ef0b550d62f4112,1
71184cb0a1d94fe4,0
756ae332602e4604,2
e4411284e1f7408b,1
afaa509654bb47a0,2
64a025c8d3364400,2
1c3e43a722684f1b,3
184be397109044ab,2
3028dea4180a48f5,2
f5a4535b0b014160,0
d48de5a8616c4573,2
b480e1db394f41ab,2
5dd011f0a50f496f,2
275cea97e4874717,4
5a08393538a04419,3
7afa4021004940e7,3
cb9027d951e24ba6,4
71d0f16af24f4a2d,2
f8b31ee3cfc04ff5,2
488510875c884fe4,0
12353baab751486d,3
ac7b0ccbbead4cd6,0
e021cb1d834f4e14,3
60c7f1402f70449e,0
77cc8185e6b84b4d,3
d5d0c9822ac447d0,2
baedb2dd96c64945,2
90808fe648e24375,2
ee8945aace9d4963,2
3bfa1eeea4214828,3
3f8b0b1427fe4cb3,1
b0b9bb48d11746c7,4
876b25ad23394030,1
1d1570fc12b04631,2
91c73aae115c4dbd,4
28a0d8dfc57f4a75,1
5be2717a50294ff3,0
34b50c1d82e24c0f,3
f3699f51dc304c90,2
d2fce91ae8cb49c2,3
c59140808012455c,0
1816bd0efda344d6,3
99157c56f8fc43aa,0
00cf076fa17e4da5,4
1c6b8e47eb8d4183,3
1964f6c0528d4ddd,0
df02fc097a3848bf,3
6eb6afd63d0d456a,3
1a43a91695744326,0
184ee2188e7641d9,1
c892b0d499b945b3,2
3ca1f70d5bc64d1b,2
d4b06938dda24597,0
cf80d1a9d9ce436e,0
d88a652d6289494f,2
7cc13aa48bc940f9,2
17c37918598d4acf,3
cf12c8e9b31c4226,0
3d1dc4e0e14044d2,3
ba7f867f6a5543c1,3
b3601768cfa7432f,0
3b21b00074664314,4
